device,timestamp,total_iops,total_throughput_mb_s,avg_latency_ms,util_pct,aqu_sz,saturation_score,latency_pressure,anomaly_flag,critical_flag,high_flag
dm-0,2026-03-30 02:02:25.290909+00:00,260.7050449127396,13.42411910300332,0.8246691761022804,5.181274243291909,0.3342886054722369,1.732040941359272,0.27567750885516984,0,0,0
dm-0,2026-03-30 02:07:29.384672+00:00,234.58505289548498,14.925435881519771,0.9296068226339823,28.66666409688889,0.4307467119644712,12.348071302724847,0.4004250822693272,0,0,0
dm-0,2026-03-30 02:12:43.224844+00:00,229.22770600262905,20.469649786178696,0.8970647865304954,13.372523483693035,0.4578440014837076,6.122529661708868,0.4107157314552499,0,0,0
dm-0,2026-03-30 02:17:15.287595+00:00,226.17170698598144,20.13587000429413,1.1854772038336434,37.79145753688131,0.6770162483038082,25.585430799552064,0.8025873289891422,0,0,0
dm-0,2026-03-30 02:22:22.627377+00:00,246.04750971830163,17.238376962677712,1.167642437303205,5.088722171377869,1.0402610376256611,5.2935994061862495,1.214652933404788,0,0,0
dm-0,2026-03-30 02:27:10.566757+00:00,200.27471061941844,17.46374382677395,1.0817059801540754,23.2538440443368,1.6434076622731204,38.215545479767265,1.7776838961118633,0,0,0
dm-0,2026-03-30 02:32:01.706602+00:00,274.122271639413,19.571998375580016,1.5171279730337501,21.15586609499754,0.4399778662677884,9.308112823524066,0.6675027284305642,0,0,0
dm-0,2026-03-30 02:37:24.957464+00:00,279.2046026714727,16.594158826847817,1.6907252215627953,10.831789056722494,0.8036204140765032,8.704646806952667,1.358701302641881,0,0,0
dm-0,2026-03-30 02:42:22.614939+00:00,199.9945163312756,14.787593666249006,2.256684754484677,30.3079123754281,0.3666890148099988,11.1135785298935,0.8275015093587302,1,0,0
dm-0,2026-03-30 02:47:09.681087+00:00,232.7101516837622,14.105399390066166,0.7496549071715448,12.510303872047654,0.6014346351095623,7.524130044394725,0.45086842555281087,0,0,0
dm-0,2026-03-30 02:52:18.615263+00:00,216.46021626907873,12.749657191641543,1.7146973496103857,25.419229561454383,0.3322842340739236,8.446409225577106,0.5697668954838738,0,0,0
dm-0,2026-03-30 02:57:49.100119+00:00,284.30426670940705,23.362740447658155,0.9210647470413968,16.498394251102763,1.215433361469358,20.052698783464564,1.119492821627449,0,0,0
dm-0,2026-03-30 03:02:49.072202+00:00,281.48056456364975,21.767765411072254,1.459568733336387,0.3893794550117739,0.3343513105931396,0.13018953110122905,0.48800871889178965,0,0,0
dm-0,2026-03-30 03:06:57.902991+00:00,192.7161574857594,12.383946559708974,1.2040856378686189,18.84963088603696,1.677528013251998,31.62078385078708,2.019887387879009,0,0,0
dm-0,2026-03-30 03:12:01.604384+00:00,209.21164449528905,20.060641118029906,1.1925766424724835,10.225357756870778,0.4337352758215949,4.4350983670508315,0.5172625589611942,0,0,0
dm-0,2026-03-30 03:17:16.581302+00:00,238.31073539488904,16.962229591594983,1.1004423803606609,9.990366680195518,0.4552412628980128,4.5480271443064355,0.5009667789818827,0,0,0
dm-0,2026-03-30 03:22:37.904363+00:00,260.0515200152846,19.186518706943875,0.9510426904386418,24.33415693290604,2.111125912174077,51.372469251968404,2.007770867368766,0,0,0
dm-0,2026-03-30 03:26:58.591133+00:00,159.47032617366918,12.318363791136397,1.1948150405296916,13.639871302170178,0.3120689439554244,4.256580232956146,0.37286466792015843,1,0,0
dm-0,2026-03-30 03:32:19.743771+00:00,297.1819565641731,18.191033714142122,0.9188928065650359,7.58958523405192,0.5631805193172159,4.2743065535156335,0.517502527998151,0,0,0
dm-0,2026-03-30 03:37:00.668769+00:00,174.1822423472057,16.64244829058822,1.0257364926671078,12.1345180019859,0.701147097705567,8.50808207914837,0.7191921648442302,0,0,0
dm-0,2026-03-30 03:42:45.718787+00:00,227.6164826448078,16.979092406432684,0.648342645904419,17.01281062222151,0.2812358144032652,4.784611650628988,0.1823371720332971,0,0,0
dm-0,2026-03-30 03:47:25.147823+00:00,258.99723594058617,15.877841396365362,0.9158655371157745,12.513019946610306,0.5703506047049236,7.136808493233959,0.5223644629223816,0,0,0
dm-0,2026-03-30 03:52:25.730407+00:00,245.154856647453,15.89749097499012,1.0358276922298513,11.894324634448727,1.0925698954302303,12.99538102207286,1.1317141533833053,0,0,0
dm-0,2026-03-30 03:57:55.260482+00:00,219.80900392102814,21.257466992438008,0.6562933302699142,25.205750209940778,0.4931314149082261,12.429747264851413,0.3236388585508345,0,0,0
dm-0,2026-03-30 04:02:55.404264+00:00,283.76495294384154,19.814510538970673,0.9594678653225729,16.740320572048546,1.373049491546481,22.985288649776354,1.3173968646363463,0,0,0
dm-0,2026-03-30 04:07:15.720576+00:00,259.6985854769193,17.81175242528751,1.149091894570585,3.5426914971925445,0.8554569020018621,3.0306198929366728,0.982998592244803,0,0,0
dm-0,2026-03-30 04:12:04.404171+00:00,261.4524233897208,16.882777455770565,0.745465028484761,28.38287839218227,0.6857125140481639,19.462494898226613,0.5111746988172716,0,0,0
dm-0,2026-03-30 04:17:08.106823+00:00,252.4177631182141,17.07629507385452,1.5416455563181117,19.450266903385383,0.8428863379997326,16.394364243311905,1.2994319774585337,0,0,0
dm-0,2026-03-30 04:22:41.397433+00:00,307.3835348164387,17.340864111826285,0.8724785001119846,24.418769995022316,1.1377453023389394,27.78234085073169,0.9926583148941343,0,0,0
dm-0,2026-03-30 04:26:57.377312+00:00,259.6413536719241,19.898052832842005,1.3262156175383268,21.599181443459408,0.4067502209262676,8.785471823953653,0.5394384954295809,0,0,0
dm-0,2026-03-30 04:32:21.706791+00:00,331.9411791189135,19.512055935631004,0.7004431279511076,11.84214096422856,0.3757145088168546,4.449264175715086,0.26316664577229165,0,0,0
dm-0,2026-03-30 04:37:41.247436+00:00,272.0560563204645,21.77625793956141,0.8199641106678383,14.578609931476654,1.4191010935462467,20.688521296142692,1.163611966117405,0,0,0
dm-0,2026-03-30 04:42:03.553118+00:00,298.11602343767413,21.50113525637262,1.5105035504494273,34.98761860313818,0.259930670157355,9.094355150723647,0.39262620014338373,0,0,0
dm-0,2026-03-30 04:47:35.835437+00:00,266.16256260596987,27.570221305044385,1.091634570061392,21.770620375259725,1.8892179679030043,41.12944718533592,2.062335644144053,0,0,0
dm-0,2026-03-30 04:52:06.654593+00:00,254.3263199494347,18.339481158837472,0.8884204652980956,29.849676312526483,0.5334340947845596,15.922835063384676,0.47391376669436686,0,0,0
dm-0,2026-03-30 04:57:34.217288+00:00,278.30007281213227,18.931928238205664,0.9347653798936876,29.10830762257499,0.7159329538181947,20.839596656878783,0.6692293395542747,0,0,0
dm-0,2026-03-30 05:02:34.132678+00:00,242.44206076047368,27.375425093972815,0.8080050954825332,17.836088853407702,1.445262869181276,25.777836951248194,1.167779762610177,0,0,0
dm-0,2026-03-30 05:07:24.196089+00:00,228.99830920761582,26.149110330320376,0.918728080685645,16.29028309031057,0.3386446014548691,5.516616424705216,0.31112230472918706,0,0,0
dm-0,2026-03-30 05:12:38.740715+00:00,303.14025246695496,21.365144506118988,1.5520172979286915,19.34334932047118,0.5435706026186408,10.514476046791394,0.8436309779096534,0,0,0
dm-0,2026-03-30 05:17:41.862342+00:00,388.7780757483487,19.761156151663855,0.9653530145497494,5.913623359333041,0.2472691904469244,1.4622568606703024,0.23870205840321457,1,0,0
dm-0,2026-03-30 05:22:17.573968+00:00,259.31839403823574,23.255815644567093,0.8357843521918082,6.342601888934087,0.2790526460730968,1.7699198400952791,0.23322783502561317,0,0,0
dm-0,2026-03-30 05:27:15.746422+00:00,312.6398095831503,21.762479250548783,0.8629243593154239,11.473633656804209,0.2120362815617845,2.4328266165909045,0.18297127241832772,1,0,0
dm-0,2026-03-30 05:32:37.680603+00:00,249.63473774858267,18.45556553260179,0.7723262684330658,16.515306106891522,0.71304528575862,11.776161162379548,0.5507036047737441,0,0,0
dm-0,2026-03-30 05:37:03.963814+00:00,296.9147153176524,26.04295525097386,0.5522615526840012,6.147920102863154,0.3603937157904651,2.21567177025375,0.1990315930599989,0,0,0
dm-0,2026-03-30 05:42:29.664485+00:00,303.1550668521238,19.258610978209767,0.7694775933593103,10.18877664332555,1.6077347001586022,16.380849761639972,1.2371158278382937,0,0,0
dm-0,2026-03-30 05:47:14.585941+00:00,289.4321468778561,26.117031744625876,0.8194150841200313,6.666172462539629,0.8942306166926369,5.9610955121562865,0.7327460559999045,0,0,0
dm-0,2026-03-30 05:52:28.635934+00:00,323.91547931544386,14.133049358311954,1.0344941483544974,17.555049406011396,0.4753932942822754,8.34555276841186,0.49179158110198146,0,0,0
dm-0,2026-03-30 05:57:21.807700+00:00,302.7606255832924,28.42649162894202,1.2009023156137733,30.025696569889423,0.3348195259042192,10.053189490474317,0.4020855439710826,0,0,0
dm-0,2026-03-30 06:02:04.344757+00:00,252.71951793612692,24.536145411699863,0.8553828878050677,41.61534291843507,0.7318079345193695,30.45443814545524,0.6259759843478402,0,0,0
dm-0,2026-03-30 06:07:03.249697+00:00,337.33701901174044,28.591692110698872,0.6117648322860753,42.81686038995156,0.6894786770803102,29.521312258396133,0.421798807248861,0,0,0
dm-0,2026-03-30 06:12:39.755872+00:00,367.4671743472179,23.41279379389826,1.2565806396956911,23.6192573437616,1.8840098274444983,44.49891295258749,2.367410274163176,0,0,0
dm-0,2026-03-30 06:17:41.171143+00:00,368.57102876500903,25.26803339533543,0.8673582599799068,22.751720577047827,0.892055848179553,20.295805396902587,0.773732008281917,0,0,0
dm-0,2026-03-30 06:22:11.141753+00:00,364.31447536542737,23.077851623417793,1.4293944544159523,33.79303267148798,2.062876147149772,69.71084103786549,2.94866372488283,0,0,0
dm-0,2026-03-30 06:27:11.535870+00:00,351.8432617561642,20.760697662584533,0.8316119108875542,37.2458553258397,0.2848983503240729,10.611282738740815,0.2369248615217141,1,0,0
dm-0,2026-03-30 06:32:10.599420+00:00,358.39798076052676,26.94154741069017,0.7801742390654185,3.288693985350495,0.5231349217893284,1.7204306708153658,0.4081363895355365,0,0,0
dm-0,2026-03-30 06:37:18.132961+00:00,319.612318753124,27.551494976715244,0.8640810459403935,19.797790876634604,1.414445403386786,28.00289430266866,1.2221954635840357,0,0,0
dm-0,2026-03-30 06:42:16.077868+00:00,365.9293421058676,22.843695389782475,0.7334651838111742,9.815065873813133,1.0044403859672435,9.858648554586782,0.736722052320831,0,0,0
dm-0,2026-03-30 06:47:38.697061+00:00,306.46943562408376,27.6980371580053,1.4730333111277079,17.145664720635693,1.5050125293903254,25.804440229282392,2.216933589456518,0,0,0
dm-0,2026-03-30 06:52:40.380755+00:00,260.7063542477191,21.862320631720998,0.5283106846334301,10.72446767114776,1.0864042684964217,11.651107455286805,0.5739589828780254,0,0,0
dm-0,2026-03-30 06:57:00.821858+00:00,244.5750741350261,23.767867468859784,0.9390226082442853,14.91649297406332,1.817835556394316,27.115731304958302,1.7069886855245922,0,0,0
dm-0,2026-03-30 07:02:41.814410+00:00,422.1547605163916,29.108453024395708,1.300880140982981,39.453200361959546,0.8599076992219379,33.92611075019476,1.1186368489961855,0,0,0
dm-0,2026-03-30 07:07:55.389169+00:00,428.7748973985051,27.316519365407586,1.1514418122089938,18.047409214680915,0.6739469677742222,12.16299671641476,0.7760107179067068,0,0,0
dm-0,2026-03-30 07:12:31.100567+00:00,352.0288505201057,30.044929053128417,1.005956464323363,25.924875577163437,0.8655205387632422,22.43851227691652,0.8706759809735233,0,0,0
dm-0,2026-03-30 07:17:40.150387+00:00,525.502400275979,33.48309801002282,1.0817463081781056,27.586497087936397,0.152272991725928,4.200678442818676,0.16472074663475783,1,1,0
dm-0,2026-03-30 07:22:49.571177+00:00,263.33756026891456,31.49996158798319,1.0394994234471557,25.16765739225511,0.2781485021441016,7.000346206131685,0.28913520761148354,1,0,0
dm-0,2026-03-30 07:27:38.712491+00:00,294.73818538873985,35.782110543889914,1.4052133595571308,23.669599049514797,1.2538003401233957,29.676951338866058,1.76185698815867,0,0,0
dm-0,2026-03-30 07:32:04.283797+00:00,389.3916075090159,30.68970598953188,0.446896090624043,42.95360338278031,0.8701329180652032,37.375344252874015,0.38885899940663005,0,0,0
dm-0,2026-03-30 07:36:58.528293+00:00,247.572481404313,25.008745883901543,0.7494621128417317,26.332949302735603,0.9170902636044926,24.149691417529535,0.6873244066276037,0,0,0
dm-0,2026-03-30 07:42:04.715449+00:00,506.31591762683115,34.9306862749139,1.7250547453315264,32.88070048471069,1.7497293313431008,57.5323260732056,3.0183788860791747,0,0,0
dm-0,2026-03-30 07:47:04.663304+00:00,271.7904457996623,29.628853606911946,0.8332789295862025,27.873545843342693,0.6602490166631444,18.403481233982088,0.5501715938654078,1,0,0
dm-0,2026-03-30 07:52:44.926679+00:00,364.0062825753087,29.145869113842394,1.1719201303424487,20.73397961588704,0.7566916866839921,15.689230007217075,0.8867822200877514,0,0,0
dm-0,2026-03-30 07:57:36.383237+00:00,451.4267292431064,34.346622770620186,0.9445629415848967,23.826047165429035,1.128611550090027,26.890352023892955,1.066044645659726,0,0,0
dm-0,2026-03-30 08:02:28.536390+00:00,484.35363977058,49.61309638468406,0.8552592151198621,27.235431506050688,1.671025518475877,45.511101053312586,1.4291599733769393,0,0,0
dm-0,2026-03-30 08:07:16.772343+00:00,445.72661242994167,27.22525621895504,0.6985749177277807,36.26566009010184,0.5468053890236301,19.83025837376687,0.3819845296502895,0,0,0
dm-0,2026-03-30 08:12:21.921426+00:00,515.091738598305,36.27576188036023,1.1102393783988402,30.15838329737069,0.5359955561844123,16.164759429096893,0.5950833731227225,0,0,0
dm-0,2026-03-30 08:17:03.617497+00:00,578.5632818326998,35.60685550233944,0.7339113367012087,33.58258124157409,2.06925245591047,69.49083870994006,1.518647835889512,0,0,0
dm-0,2026-03-30 08:22:41.262890+00:00,469.0273283111029,29.628850509782417,0.9224655450411714,38.09985993235772,1.2511572330310052,47.668915331837546,1.15414943890015,0,0,0
dm-0,2026-03-30 08:27:10.969158+00:00,559.2650008322471,26.787876577308886,0.7276149678435009,33.12009431410789,5.819279079688292,192.7350719593912,4.234194560439755,1,0,0
dm-0,2026-03-30 08:32:47.732969+00:00,554.9577262370187,42.3561314783058,0.6029041627168255,31.71442295829487,2.514989584890948,79.76144343093796,1.5162976899202134,0,0,0
dm-0,2026-03-30 08:37:46.510735+00:00,544.8378239170328,30.351886172960636,0.986504208306702,13.358740830369584,0.7744287915082018,10.345393517334388,0.7639772618567146,0,0,0
dm-0,2026-03-30 08:42:01.804401+00:00,565.068248358816,35.74789001685501,0.8223574174198244,34.64231202576268,1.478142679771388,51.206279931237425,1.215561596714817,0,0,0
dm-0,2026-03-30 08:47:44.939821+00:00,585.1226140074771,31.527356205375327,1.4166765390248035,46.48718256742136,1.4763967203158883,68.63352387926683,2.0915765959646833,0,0,0
dm-0,2026-03-30 08:52:05.676298+00:00,459.4100357323638,27.632591792066933,0.9129715843076871,32.291401010100266,0.824657203103078,26.629336441269192,0.7528885932277632,0,0,0
dm-0,2026-03-30 08:57:03.573958+00:00,352.2864469611915,31.031985812107173,1.374596305893207,48.66160333821672,2.927462199086841,142.4550043195875,4.024078724506776,1,0,0
dm-0,2026-03-30 09:02:28.211483+00:00,412.5180039523112,46.49866189968661,0.6314409920429623,37.66818920787499,1.0870479748667623,40.947128795318534,0.6864066516481616,0,0,0
dm-0,2026-03-30 09:07:42.520990+00:00,525.247713726696,36.55582631917581,1.2636519565805946,29.97409704835988,0.9123844687857678,27.34790061280088,1.1529364191348819,0,0,0
dm-0,2026-03-30 09:12:07.382587+00:00,426.67901605612775,35.15386728772177,0.7895618046008983,20.10540661974369,1.0665898404219718,21.444222438171277,0.8421385991725562,0,0,0
dm-0,2026-03-30 09:17:43.327240+00:00,572.33810849218,32.497928796870355,0.8414596106291811,31.40397504010367,2.479453610659973,77.86469930226072,2.086360069799058,0,0,0
dm-0,2026-03-30 09:21:59.510610+00:00,571.2736158087429,49.64998484532271,0.7829248983667592,26.905289318639085,2.1049178503362382,56.63342375526433,1.6479925940448765,0,0,0
dm-0,2026-03-30 09:27:23.438982+00:00,649.7394486042365,32.992921647080756,0.9885129771101405,35.41918952499111,0.7861811101028214,27.845897739699737,0.7771502296954952,0,0,0
dm-0,2026-03-30 09:32:11.458278+00:00,620.8371945609673,25.21135524343753,0.9890783929959756,35.644588730947106,1.71993369613658,61.30632924328615,1.701149256234397,0,0,0
dm-0,2026-03-30 09:37:26.361785+00:00,532.030939174045,37.184638389470585,0.6841260903826722,26.036840909189166,1.078941769385925,28.092235199780394,0.7381322144405555,0,0,0
dm-0,2026-03-30 09:42:10.369516+00:00,589.4903300785268,44.42946674878938,1.0593539350742796,30.913214600392937,0.9257895354628272,28.619130584560462,0.9807387874431353,0,0,0
dm-0,2026-03-30 09:47:18.282571+00:00,741.5960995381213,36.97702929966054,0.8599633036920514,45.94254810647254,2.847516005935601,130.8221410866469,2.4487592717803746,1,0,0
dm-0,2026-03-30 09:52:22.610662+00:00,611.6483443863417,48.55843525118506,0.6810659144648606,64.80628290769303,1.0656506372017815,69.060856675262,0.7257783257258928,1,0,0
dm-0,2026-03-30 09:57:24.473486+00:00,443.89829433252476,42.300619718161684,0.8571671798925885,37.403212270146135,3.9141538851796303,146.40192862539092,3.3550842474250424,1,0,0
dm-0,2026-03-30 10:02:25.103502+00:00,657.6373394899163,47.59865710110841,1.0497620364351927,41.88075748797464,2.861259837687028,119.83172937225211,3.003641953980564,1,0,0
dm-0,2026-03-30 10:07:40.133183+00:00,740.748935807445,35.31585722284369,0.6424836559742215,40.48919039384657,1.5864363005014808,64.23352141871405,1.01925939431641,0,0,0
dm-0,2026-03-30 10:12:49.982451+00:00,668.898875262944,48.571571359059945,1.165757095787658,44.89538981194801,1.5704526795037892,70.50608522754086,1.8307663547302828,0,0,0
dm-0,2026-03-30 10:17:53.096655+00:00,563.1077259525152,44.410670867798316,1.889496319505967,20.96063465514105,1.2478924283779411,26.156617280146794,2.3578881505594835,1,0,0
dm-0,2026-03-30 10:22:40.898665+00:00,665.7175546382043,39.66556782070775,1.2781888723258243,35.088126609594084,2.839088275401977,99.61828886311869,3.6288910411695223,1,0,0
dm-0,2026-03-30 10:27:25.885697+00:00,674.4493836582903,41.93464468415796,1.144014839377533,37.96484760147276,0.5314082682663412,20.1748339188942,0.6079389446646113,1,0,0
dm-0,2026-03-30 10:32:55.195543+00:00,700.474674820076,49.43385777570208,0.7941546247428136,52.566405334703234,3.47284441855595,182.55494737017383,2.7579754560084755,1,0,0
dm-0,2026-03-30 10:37:56.380484+00:00,676.660208574541,52.072521562830644,1.2640324670185892,41.66679134130641,1.5718250011909751,65.49290434967305,1.9868378339769253,1,0,0
dm-0,2026-03-30 10:42:01.101145+00:00,611.5204015181296,39.89778430580038,1.117542674189218,36.83378774772522,3.891001244061352,143.32031394989062,4.348359935561898,1,0,0
dm-0,2026-03-30 10:47:05.935334+00:00,604.5708988401918,44.18750953331286,0.9200782421183367,45.70522888260468,1.7787103242830526,81.29636248720891,1.6365526684040876,0,0,0
dm-0,2026-03-30 10:52:36.243381+00:00,600.3346201743838,48.220024644720695,0.8736577841787616,46.70033715453705,1.3119566198237191,61.268816477894475,1.1462011134138483,0,0,0
dm-0,2026-03-30 10:57:17.365017+00:00,516.7493626552135,41.21477345229566,1.145720262776515,23.974141442933483,1.1616994759794426,27.850747551312864,1.3309826288865068,0,0,0
dm-0,2026-03-30 11:02:22.895698+00:00,652.5928736900989,41.34370311816618,1.073357635804567,43.7684448595596,3.326997137717398,145.61749077009654,3.571057782068907,1,0,0
dm-0,2026-03-30 11:07:14.462251+00:00,859.92558752952,40.171017118624874,1.1859220235563772,33.232751577506384,1.0406065655177907,34.582219481774864,1.2340782439049103,0,0,0
dm-0,2026-03-30 11:12:10.096454+00:00,818.8711310639378,51.66437812908313,1.0753027052532682,37.07926629292296,4.022096463940737,149.13638584228238,4.324971208465079,1,0,0
dm-0,2026-03-30 11:17:31.308103+00:00,589.5127243829731,67.87465964946401,1.1764574161945662,52.07140997288735,3.1978297985432294,166.51550646346027,3.762110582224158,1,0,0
dm-0,2026-03-30 11:22:41.628638+00:00,732.0642745201613,47.39702695604099,0.4557235204315033,36.21699018923052,1.4234868822609652,51.55441044934372,0.648716453272032,0,0,0
dm-0,2026-03-30 11:27:03.576007+00:00,759.8186603336044,48.56752531683928,0.9114310454112258,48.758134415609305,1.4660705305001198,71.48286398888848,1.3362221962603145,0,0,0
dm-0,2026-03-30 11:32:31.731301+00:00,360.49800564092396,55.19337942999772,0.848053858483789,43.28998835924301,1.5272303418140742,66.113783719014,1.2951735841689416,1,0,0
dm-0,2026-03-30 11:37:43.608254+00:00,640.0985974787594,49.25051690424558,0.8377842011983665,53.92767129618256,3.846394369708425,207.42709124512322,3.222448434520067,1,0,0
dm-0,2026-03-30 11:42:55.713857+00:00,766.0659496585192,53.78366264473059,0.8259818391000754,50.24435002513217,3.7584163863201434,188.83918845446166,3.1043836788765713,1,0,0
dm-0,2026-03-30 11:47:37.340713+00:00,600.2172369680042,54.57871887111075,1.0120022634818635,60.19175776410914,0.8096882021097537,48.736556125847336,0.8194062932496313,1,0,0
dm-0,2026-03-30 11:52:46.676876+00:00,543.9136715025262,53.170117984459466,0.9041221816084795,40.38760787458654,1.888062412280568,76.25432434993354,1.7070391072040756,0,0,0
dm-0,2026-03-30 11:57:09.380980+00:00,667.6895004587057,35.889881356771085,1.1673744524789351,50.19355577206867,0.8462268789027959,42.47513604203109,0.9878636394321095,1,0,0
dm-0,2026-03-30 12:02:46.657884+00:00,672.2512000108179,55.047247766557774,1.1521954543083466,49.26701172036325,3.959912864591412,195.0930735114423,4.562593602039368,1,0,0
dm-0,2026-03-30 12:07:52.374114+00:00,745.1870966559618,48.632711966973844,0.847516815692577,43.34917529841377,2.5836807078350894,112.00042791907306,2.1897128462707385,1,0,0
dm-0,2026-03-30 12:12:27.803988+00:00,953.5591009625103,48.17344151985469,0.7228482520625438,54.69308864498951,1.734259516057543,94.8520094451518,1.253606459805028,0,0,0
dm-0,2026-03-30 12:17:38.502671+00:00,786.57860208454,57.50554010699909,0.9732418121220087,29.229968651642945,1.3891509404284594,40.60483844112419,1.3519797785735863,0,0,0
dm-0,2026-03-30 12:22:46.469461+00:00,677.3087573398934,50.95640164301912,0.6691425601902271,54.08975991111766,2.92126082711212,158.01029677624757,1.9547399488372244,1,0,0
dm-0,2026-03-30 12:27:20.021150+00:00,585.719910544088,55.40223624571303,0.8192721466478834,44.434311441682894,1.412880617519253,62.78037738876773,1.1575337364721854,1,0,0
dm-0,2026-03-30 12:32:19.191728+00:00,720.6085558287596,57.82659516348542,1.7338638003749105,56.27343375320896,5.201774279633027,292.7217003240754,9.019168121176984,1,0,0
dm-0,2026-03-30 12:37:29.575999+00:00,648.590868820278,57.66729464105384,1.093630067914506,46.383793940535256,1.6625077226551472,77.11341563218488,1.818168433635739,0,0,0
dm-0,2026-03-30 12:42:38.028179+00:00,715.4881848746703,45.31453569432783,1.2700851807958782,61.245096957932525,1.644340989724564,100.70782334758366,2.088453123224396,1,0,0
dm-0,2026-03-30 12:47:55.225728+00:00,748.9023197309209,54.09290499898498,1.6458379609760454,44.89855871255551,2.2389719325247914,100.52661276822823,3.6849850001091986,1,0,0
dm-0,2026-03-30 12:52:38.330060+00:00,530.4381568504066,54.980174727987816,0.9858380386604778,25.88898326921383,1.2285450886424918,31.805783245340294,1.211146480593277,0,0,0
