device,timestamp,metric_name,detector_type,severity,anomaly_score,workload_pattern,root_cause_hint,util_pct,aqu_sz,avg_latency_ms,total_iops,saturation_score
dm-0,2026-03-31 16:32:40.197989+00:00,avg_latency_ms,iqr,low,1.6710956071168734,balanced,avg_latency_ms deviated from device baseline,24.154870218378736,0.3251667987465744,2.162786249585675,627.6115330760535,7.854361823049182
dm-0,2026-03-31 18:47:36.974675+00:00,avg_latency_ms,iqr,low,1.1177515525096215,balanced,avg_latency_ms deviated from device baseline,17.856615153518582,1.6932959504664402,1.8093578185120083,508.29597839587177,30.23653412849069
dm-0,2026-03-31 19:17:40.446647+00:00,avg_latency_ms,zscore+iqr,critical,11.389554484385984,latency_sensitive,avg_latency_ms deviated from device baseline,28.62837360577658,0.9412455878823196,8.3700991227403,1651.738714449877,26.946330344683858
dm-0,2026-03-31 19:22:51.713149+00:00,avg_latency_ms,zscore+iqr,critical,8.618205869420242,latency_sensitive,avg_latency_ms deviated from device baseline,15.123574051210497,2.2293569892832936,6.600000781951721,1319.722802577675,33.71584551400958
dm-0,2026-03-31 19:26:58.498059+00:00,avg_latency_ms,zscore+iqr,critical,11.912636906385735,latency_sensitive,avg_latency_ms deviated from device baseline,20.161408120355045,0.6241222538281238,8.704199034341958,1511.9137503926195,12.583183476424628
dm-0,2026-03-31 19:32:30.454774+00:00,avg_latency_ms,zscore+iqr,high,4.848505574652983,burst_io,avg_latency_ms deviated from device baseline,18.743288961397813,1.8531886137565297,4.192241541196574,1408.7049843848563,34.734849687610875
dm-0,2026-03-31 19:37:22.400056+00:00,avg_latency_ms,zscore+iqr,low,3.7503189713282405,burst_io,avg_latency_ms deviated from device baseline,30.053924014350407,0.6768191082879934,3.4908147073713383,1705.4482941509862,20.341070051947753
dm-0,2026-03-31 19:42:51.509425+00:00,avg_latency_ms,zscore+iqr,low,3.4677290934900986,balanced,avg_latency_ms deviated from device baseline,16.887053249604747,1.8143704183131533,3.3103206795959386,1164.449197079049,30.63936986856186
dm-0,2026-03-31 19:47:39.934331+00:00,avg_latency_ms,zscore+iqr,low,3.8708644879071246,burst_io,avg_latency_ms deviated from device baseline,7.7700955014992275,0.5999995085201136,3.5678087808464367,1320.9728596474092,4.662053482053882
dm-0,2026-03-31 19:51:58.434232+00:00,avg_latency_ms,zscore+iqr,high,5.564491700335686,burst_io,avg_latency_ms deviated from device baseline,27.528782922374265,0.8168136228558586,4.649551692021558,1628.160260262712,22.48588491163701
dm-0,2026-04-01 04:17:32.100783+00:00,avg_latency_ms,iqr,low,1.4008761221757446,balanced,avg_latency_ms deviated from device baseline,0.0,0.5209468208873596,1.990193361285713,201.83944919252963,0.0
dm-0,2026-04-01 04:42:26.335989+00:00,avg_latency_ms,iqr,low,1.2798485987672152,balanced,avg_latency_ms deviated from device baseline,16.559422768852688,0.8323039972476598,1.912891423442777,322.10660773197566,13.782473762630003
dm-0,2026-04-01 09:21:58.054127+00:00,avg_latency_ms,iqr,low,1.942901982770282,balanced,avg_latency_ms deviated from device baseline,30.92372868655721,1.0478171620432792,2.3363927067313788,591.3840456779079,32.40241363214472
dm-0,2026-04-01 13:37:22.732572+00:00,avg_latency_ms,iqr,low,1.077206946175771,balanced,avg_latency_ms deviated from device baseline,49.036615147640575,1.5255568928429886,1.7834614227962486,694.5716322344751,74.80814624017198
dm-0,2026-04-01 13:47:40.441293+00:00,avg_latency_ms,iqr,low,1.4961396710056198,balanced,avg_latency_ms deviated from device baseline,61.28859075677717,1.9606875067910008,2.05103949547857,793.0374746659107,120.1677742056394
dm-0,2026-04-01 14:27:51.076402+00:00,avg_latency_ms,iqr,low,1.159309530252706,balanced,avg_latency_ms deviated from device baseline,51.84517523631893,3.5101426270878457,1.8359014684347632,721.644355526041,181.98395960584224
dm-0,2026-04-01 21:57:10.313910+00:00,avg_latency_ms,iqr,low,1.3612509334567207,balanced,avg_latency_ms deviated from device baseline,14.70030728144878,0.6576245394650658,1.9648842102008555,244.0863896810415,9.667282805957708
dm-0,2026-04-02 02:12:11.002823+00:00,avg_latency_ms,iqr,low,1.160656330151812,balanced,avg_latency_ms deviated from device baseline,12.206962350822158,1.9277853614493032,1.8367616879877664,210.6404301513141,23.53240332767773
dm-0,2026-04-02 13:02:19.017079+00:00,avg_latency_ms,iqr,low,1.5513773595268618,balanced,avg_latency_ms deviated from device baseline,46.74054664001602,1.3846605236102127,2.0863205641512153,784.0920385359461,64.71978978439215
dm-0,2026-04-02 15:57:28.877144+00:00,avg_latency_ms,iqr,low,1.1344275100223975,balanced,avg_latency_ms deviated from device baseline,64.38117998903567,3.3661222932298527,1.8200089811138631,694.3951266930011,216.71492522553666
dm-0,2026-04-02 16:02:11.890923+00:00,avg_latency_ms,iqr,low,1.0930785532561764,balanced,avg_latency_ms deviated from device baseline,31.97666940690088,0.3500302371191596,1.7935988357535937,640.1126693856457,11.192801174778491
dm-0,2026-04-02 16:21:57.814583+00:00,avg_latency_ms,iqr,low,1.2592138075613604,balanced,avg_latency_ms deviated from device baseline,49.723204059799,0.5854134894612688,1.899711699506655,616.0985556138583,29.108634395841662
dm-0,2026-04-02 19:42:11.137109+00:00,avg_latency_ms,iqr,low,1.3831330548466276,saturated,avg_latency_ms deviated from device baseline,11.86844168714134,6.675713046954105,1.9788606210197763,415.9978188299841,79.23031101786343
dm-0,2026-04-03 05:32:14.151547+00:00,avg_latency_ms,iqr,low,1.1605188719377713,balanced,avg_latency_ms deviated from device baseline,19.220637499406397,0.4077237413739793,1.8366738915426395,266.1114798993422,7.836710232850982
dm-0,2026-04-03 06:07:02.795089+00:00,avg_latency_ms,iqr,low,1.0554285339471743,balanced,avg_latency_ms deviated from device baseline,18.551682951856577,1.3054269753790435,1.7695512524399561,261.9524442208095,24.217867364033097
dm-0,2026-04-03 13:31:57.581023+00:00,avg_latency_ms,iqr,low,1.0693252632872994,balanced,avg_latency_ms deviated from device baseline,47.0907336734811,1.7650629510183564,1.7784272839195423,664.9875668466449,83.11810934333403
dm-0,2026-04-03 14:32:20.021846+00:00,avg_latency_ms,iqr,low,1.4387887218933293,balanced,avg_latency_ms deviated from device baseline,47.44099490337365,1.1802217820512568,2.0144086583048892,708.4012352456155,55.99089554714424
dm-0,2026-04-03 18:12:08.557678+00:00,avg_latency_ms,iqr,low,1.1817889247538882,balanced,avg_latency_ms deviated from device baseline,17.465466663688332,2.596369746782804,1.8502593657752846,523.2901876756753,45.34680925904398
dm-0,2026-04-03 21:17:20.537839+00:00,avg_latency_ms,iqr,low,1.1252021040368254,balanced,avg_latency_ms deviated from device baseline,3.721684699614052,0.5090427437080649,1.8141165878797612,343.416971806691,1.8944965907078624
dm-0,2026-04-03 21:47:47.134025+00:00,avg_latency_ms,iqr,low,1.0810638381991482,balanced,avg_latency_ms deviated from device baseline,23.5501892039051,0.9760831435057392,1.7859248725890007,285.4456092580229,22.98694270830261
dm-0,2026-04-03 22:52:54.466809+00:00,avg_latency_ms,iqr,low,1.7005450159836057,balanced,avg_latency_ms deviated from device baseline,18.093954739884893,0.1451765910868351,2.181595990623199,291.1357959193018,2.6268186684159707
dm-0,2026-04-04 06:42:09.290985+00:00,avg_latency_ms,iqr,low,1.6515087972795641,balanced,avg_latency_ms deviated from device baseline,4.804258592910452,0.8335781288715813,2.1502758857118787,127.06687374654706,4.004724888493511
dm-0,2026-04-04 08:01:58.206362+00:00,avg_latency_ms,iqr,low,1.1381898051816368,balanced,avg_latency_ms deviated from device baseline,4.473722255088527,0.3277704614907739,1.8224120105930717,186.77773945041002,1.466354008131912
dm-0,2026-04-04 08:37:56.769420+00:00,avg_latency_ms,iqr,low,1.2066474363505824,balanced,avg_latency_ms deviated from device baseline,1.115713198438165,0.436803741937782,1.8661368378097172,237.76641438332456,0.48734770000716154
dm-0,2026-04-04 14:02:50.886989+00:00,avg_latency_ms,iqr,low,1.0395956187096531,balanced,avg_latency_ms deviated from device baseline,39.50663954257376,0.6172608704019226,1.7594385524929201,324.94415950092593,24.38590271070409
dm-0,2026-04-04 15:32:28.924341+00:00,avg_latency_ms,iqr,low,1.5751885196571598,balanced,avg_latency_ms deviated from device baseline,5.71841486292025,0.3891308840034749,2.1015290784504574,331.9079812260884,2.2252118307067668
dm-0,2026-04-05 08:57:25.151634+00:00,avg_latency_ms,iqr,low,1.0356454072407735,balanced,avg_latency_ms deviated from device baseline,14.2633028953758,0.3966705804902599,1.756915498291414,167.11981418290128,5.657832639217123
dm-0,2026-04-05 17:42:00.013531+00:00,avg_latency_ms,zscore+iqr,critical,15.289928016533082,latency_sensitive,Device saturation with queue buildup,100.0,17.044565533295202,10.861321151043155,172.27429075359754,1704.4565533295201
dm-0,2026-04-05 17:47:44.925140+00:00,avg_latency_ms,zscore+iqr,critical,8.54372411941977,latency_sensitive,Device saturation with queue buildup,94.35511645737408,5.598567079588065,6.552428267478836,256.80489645224196,528.2534487889526
dm-0,2026-04-05 17:52:31.461984+00:00,avg_latency_ms,zscore+iqr,critical,18.693210185457083,latency_sensitive,Device saturation with queue buildup,92.7355330203174,8.002935115271018,13.035044113183812,195.84507117120614,742.1564536416732
dm-0,2026-04-05 17:57:36.103303+00:00,avg_latency_ms,zscore+iqr,critical,7.120034505631934,latency_sensitive,avg_latency_ms deviated from device baseline,90.1937067649479,2.6015057956662577,5.643098199960451,186.37301131662704,234.63945088163493
dm-0,2026-04-05 18:02:06.266171+00:00,avg_latency_ms,zscore+iqr,critical,16.45378330052627,latency_sensitive,avg_latency_ms deviated from device baseline,86.96368661531166,4.787391647665963,11.604691471178727,234.86096219674437,416.32922695238335
dm-0,2026-04-05 18:07:11.720363+00:00,avg_latency_ms,zscore+iqr,critical,11.926779603371497,latency_sensitive,Device saturation with queue buildup,91.06044736519888,6.16188100737304,8.713232168727716,161.8636577765663,561.1036411425114
dm-0,2026-04-05 18:12:40.108486+00:00,avg_latency_ms,zscore+iqr,critical,6.570223629669461,latency_sensitive,avg_latency_ms deviated from device baseline,90.28301524647858,1.1092208023038566,5.291926458508241,209.09067979865836,100.1437986061103
dm-0,2026-04-05 20:47:27.687989+00:00,avg_latency_ms,iqr,low,1.146344647121981,balanced,avg_latency_ms deviated from device baseline,4.371224908461296,0.5332171785372125,1.8276206198997629,145.21957632860466,2.3308122124413173
dm-0,2026-03-30 08:27:10.969158+00:00,saturation_score,iqr,low,2.3868376902848927,saturated,saturation_score deviated from device baseline,33.12009431410789,5.819279079688292,0.7276149678435009,559.2650008322471,192.7350719593912
dm-0,2026-03-30 08:57:03.573958+00:00,saturation_score,iqr,low,1.6259746250442917,balanced,saturation_score deviated from device baseline,48.66160333821672,2.927462199086841,1.374596305893207,352.2864469611915,142.4550043195875
dm-0,2026-03-30 09:47:18.282571+00:00,saturation_score,iqr,low,1.4499403356645169,balanced,saturation_score deviated from device baseline,45.94254810647254,2.847516005935601,0.8599633036920514,741.5960995381213,130.8221410866469
dm-0,2026-03-30 09:57:24.473486+00:00,saturation_score,iqr,low,1.685701452523913,balanced,saturation_score deviated from device baseline,37.403212270146135,3.9141538851796303,0.8571671798925885,443.89829433252476,146.40192862539092
dm-0,2026-03-30 10:02:25.103502+00:00,saturation_score,iqr,low,1.2836279431439712,balanced,saturation_score deviated from device baseline,41.88075748797464,2.861259837687028,1.0497620364351927,657.6373394899163,119.83172937225211
dm-0,2026-03-30 10:22:40.898665+00:00,saturation_score,iqr,low,0.9777480780846285,balanced,saturation_score deviated from device baseline,35.088126609594084,2.839088275401977,1.2781888723258243,665.7175546382043,99.61828886311869
dm-0,2026-03-30 10:32:55.195543+00:00,saturation_score,iqr,low,2.23278696674626,balanced,saturation_score deviated from device baseline,52.566405334703234,3.47284441855595,0.7941546247428136,700.474674820076,182.55494737017383
dm-0,2026-03-30 10:42:01.101145+00:00,saturation_score,iqr,low,1.6390689220212005,balanced,saturation_score deviated from device baseline,36.83378774772522,3.891001244061352,1.117542674189218,611.5204015181296,143.32031394989062
dm-0,2026-03-30 11:02:22.895698+00:00,saturation_score,iqr,low,1.6738309475885225,balanced,saturation_score deviated from device baseline,43.7684448595596,3.326997137717398,1.073357635804567,652.5928736900989,145.61749077009654
dm-0,2026-03-30 11:12:10.096454+00:00,saturation_score,iqr,low,1.727080623186887,balanced,saturation_score deviated from device baseline,37.07926629292296,4.022096463940737,1.0753027052532682,818.8711310639378,149.13638584228238
dm-0,2026-03-30 11:17:31.308103+00:00,saturation_score,iqr,low,1.9900701458292072,balanced,saturation_score deviated from device baseline,52.07140997288735,3.1978297985432294,1.1764574161945662,589.5127243829731,166.51550646346027
dm-0,2026-03-30 11:37:43.608254+00:00,saturation_score,iqr,low,2.609164655085287,balanced,saturation_score deviated from device baseline,53.92767129618256,3.846394369708425,0.8377842011983665,640.0985974787594,207.42709124512322
dm-0,2026-03-30 11:42:55.713857+00:00,saturation_score,iqr,low,2.3278832376652945,balanced,saturation_score deviated from device baseline,50.24435002513217,3.7584163863201434,0.8259818391000754,766.0659496585192,188.83918845446166
dm-0,2026-03-30 12:02:46.657884+00:00,saturation_score,iqr,low,2.422520146036313,balanced,saturation_score deviated from device baseline,49.26701172036325,3.959912864591412,1.1521954543083466,672.2512000108179,195.0930735114423
dm-0,2026-03-30 12:07:52.374114+00:00,saturation_score,iqr,low,1.165120782987091,balanced,saturation_score deviated from device baseline,43.34917529841377,2.5836807078350894,0.847516815692577,745.1870966559618,112.00042791907306
dm-0,2026-03-30 12:22:46.469461+00:00,saturation_score,iqr,low,1.8613650701024638,balanced,saturation_score deviated from device baseline,54.08975991111766,2.92126082711212,0.6691425601902271,677.3087573398934,158.01029677624757
dm-0,2026-03-30 12:32:19.191728+00:00,saturation_score,zscore+iqr,low,3.899885228041217,saturated,saturation_score deviated from device baseline,56.27343375320896,5.201774279633027,1.7338638003749105,720.6085558287596,292.7217003240754
dm-0,2026-03-30 12:42:38.028179+00:00,saturation_score,iqr,low,0.9942354574070678,balanced,saturation_score deviated from device baseline,61.245096957932525,1.644340989724564,1.2700851807958782,715.4881848746703,100.70782334758366
dm-0,2026-03-30 12:47:55.225728+00:00,saturation_score,iqr,low,0.991493288525154,balanced,saturation_score deviated from device baseline,44.89855871255551,2.2389719325247914,1.6458379609760454,748.9023197309209,100.52661276822823
dm-0,2026-03-30 13:02:39.556745+00:00,saturation_score,iqr,low,1.0699808205116812,balanced,saturation_score deviated from device baseline,45.13776738280179,2.342014363975886,1.2441925311866227,706.3197872520843,105.71329956832403
dm-0,2026-03-30 13:07:41.917902+00:00,saturation_score,iqr,low,0.9421965543498948,balanced,saturation_score deviated from device baseline,54.12050475056652,1.7972659370391502,1.8260611710143013,619.8379351228248,97.26893968355871
dm-0,2026-03-30 13:12:50.089642+00:00,saturation_score,iqr,low,1.468408016199181,balanced,saturation_score deviated from device baseline,36.44777838600869,3.622787054321543,1.4065605787579352,773.1325870186847,132.04253969561285
dm-0,2026-03-30 13:17:28.263827+00:00,saturation_score,zscore+iqr,high,4.090737804000389,saturated,saturation_score deviated from device baseline,57.96543044212425,5.267515433913193,0.8586631341457409,731.9842299029119,305.3337994873111
dm-0,2026-03-30 13:36:58.330816+00:00,saturation_score,iqr,low,1.556915091175303,balanced,saturation_score deviated from device baseline,52.26262232927132,2.6384314678397693,0.9580265090135255,692.0770602027624,137.89134734537484
dm-0,2026-03-30 13:47:15.833205+00:00,saturation_score,zscore+iqr,high,4.6262994725781175,balanced,saturation_score deviated from device baseline,68.3669087429759,4.983774971054592,1.2781534726573047,786.1201949424712,340.7252886416166
dm-0,2026-03-30 13:57:00.330499+00:00,saturation_score,iqr,low,2.2343505056126576,balanced,saturation_score deviated from device baseline,60.59772043046304,3.0142762684206934,0.9535353946135452,816.8702454740871,182.65827061393657
dm-0,2026-03-30 14:02:53.444245+00:00,saturation_score,iqr,low,2.936402368347684,balanced,saturation_score deviated from device baseline,66.878900927058,3.4248756777147986,0.5857659195985868,679.5936126798842,229.05192113737863
dm-0,2026-03-30 14:07:35.815479+00:00,saturation_score,iqr,low,1.5363617800468452,balanced,saturation_score deviated from device baseline,30.72907009355326,4.443125799808662,0.8794276300851934,675.8835208780054,136.53312413679527
dm-0,2026-03-30 14:12:19.682472+00:00,saturation_score,iqr,low,2.2161596459017563,balanced,saturation_score deviated from device baseline,46.55951405137938,3.897295082126103,0.9134692674752307,604.3259407659093,181.45616513862205
dm-0,2026-03-30 14:17:44.660895+00:00,saturation_score,iqr,low,1.354433040453029,balanced,saturation_score deviated from device baseline,50.92798614630195,2.444839227519581,0.71144869148435,482.6893794723833,124.51073830905277
dm-0,2026-03-30 14:27:14.404683+00:00,saturation_score,iqr,low,1.3493077536468634,balanced,saturation_score deviated from device baseline,61.315258564146696,2.025141004062175,1.3617723421173686,860.9391165739439,124.17204429292792
dm-0,2026-03-30 14:37:21.496213+00:00,saturation_score,iqr,low,1.5868254056526188,balanced,saturation_score deviated from device baseline,55.55277471709172,2.517748385191396,0.6920712485497217,748.8397422227446,139.8679088368591
dm-0,2026-03-30 14:42:48.453532+00:00,saturation_score,iqr,low,1.1252007537406683,balanced,saturation_score deviated from device baseline,43.11521755632231,2.536514976707624,1.4236171334441594,802.0565871323524,109.36239505561902
dm-0,2026-03-30 15:37:25.943871+00:00,saturation_score,iqr,low,1.0847879160132428,balanced,saturation_score deviated from device baseline,69.52383287149978,1.534607508715766,1.07640191298246,582.3250197450957,106.69179595930355
dm-0,2026-03-30 15:42:00.154044+00:00,saturation_score,zscore+iqr,low,3.955636362564405,saturated,saturation_score deviated from device baseline,56.35185981626673,5.259913339516943,1.539966399225831,666.1210510159833,296.40589915417013
dm-0,2026-03-30 15:47:47.053801+00:00,saturation_score,iqr,low,1.0733213286171848,balanced,saturation_score deviated from device baseline,43.64387094518931,2.42723772818456,1.0188663420330577,746.8752730095564,105.93405016218144
dm-0,2026-03-30 15:52:54.136969+00:00,saturation_score,zscore+iqr,low,3.577206586180356,balanced,saturation_score deviated from device baseline,59.28466664227265,4.57788097059649,1.1270004376693925,745.9548250312571,271.39814726981643
dm-0,2026-03-30 16:17:08.273697+00:00,saturation_score,iqr,low,2.0988050075157045,balanced,saturation_score deviated from device baseline,53.19653682952122,3.2652694341391038,0.6798446082009889,559.3985528070668,173.70102571149076
dm-0,2026-03-30 16:37:15.637216+00:00,saturation_score,iqr,low,1.1304723413252515,balanced,saturation_score deviated from device baseline,33.96656748298923,3.229963025028226,0.7805960631303517,743.2053905042953,109.71075705718125
dm-0,2026-03-30 17:37:29.449038+00:00,saturation_score,iqr,low,0.9849528259344561,balanced,saturation_score deviated from device baseline,49.1808302056725,2.035232007232493,0.942318590580727,663.3267886511228,100.09439977685126
dm-0,2026-03-30 18:27:51.608187+00:00,saturation_score,iqr,low,1.1471975189588912,balanced,saturation_score deviated from device baseline,29.5216582226038,3.75371888385749,0.9704272687269332,535.4134306063391,110.81600595297463
dm-0,2026-03-31 09:07:33.675058+00:00,saturation_score,iqr,low,0.911686293615158,balanced,saturation_score deviated from device baseline,38.68806161910544,2.4620704163946705,1.079758612491586,504.5048774594661,95.2527319800536
dm-0,2026-03-31 09:27:39.299383+00:00,saturation_score,iqr,low,1.8058915138688674,balanced,saturation_score deviated from device baseline,48.48676196862758,3.1832284703861675,0.69682298540392,602.7176108430117,154.3444411353726
dm-0,2026-03-31 10:07:16.230245+00:00,saturation_score,iqr,low,1.3263535560593924,balanced,saturation_score deviated from device baseline,52.22688525713863,2.348506192676164,0.7297238908805757,638.8428918288118,122.65516345057753
dm-0,2026-03-31 10:57:06.258787+00:00,saturation_score,zscore+iqr,low,3.6359799112476128,saturated,saturation_score deviated from device baseline,48.7293674591679,5.649202435561994,1.2196146764014315,640.2542835402479,275.2820613337267
dm-0,2026-03-31 11:42:31.895061+00:00,saturation_score,iqr,low,1.088659357896012,balanced,saturation_score deviated from device baseline,50.763780402781805,2.1067704447755173,0.7036328164246138,676.7192019064536,106.94763221765531
dm-0,2026-03-31 11:57:49.617910+00:00,saturation_score,iqr,low,1.1097150298316574,balanced,saturation_score deviated from device baseline,37.64706131508253,2.8777559023307475,0.7454135138412433,614.7006469316938,108.33905290488632
dm-0,2026-03-31 12:32:11.854719+00:00,saturation_score,iqr,low,1.8981331437991522,balanced,saturation_score deviated from device baseline,51.53352211316851,3.113314063816249,1.0584224549486947,651.861691435454,160.4400391529132
dm-0,2026-03-31 12:37:01.068042+00:00,saturation_score,iqr,low,2.3784872559957746,balanced,saturation_score deviated from device baseline,69.66959503660904,2.758495303689122,1.0117204689222101,670.2024993301086,192.183250718409
dm-0,2026-03-31 12:42:25.183004+00:00,saturation_score,iqr,low,0.950591592838139,balanced,saturation_score deviated from device baseline,52.30280590060878,1.870333853350282,1.0807004404105796,841.6689968260532,97.8237085011175
dm-0,2026-03-31 12:57:43.445372+00:00,saturation_score,iqr,low,1.3240337650112883,balanced,saturation_score deviated from device baseline,55.69281192245981,2.199599205198479,1.037576904308888,847.9073879042236,122.50186483991098
dm-0,2026-03-31 13:12:43.248131+00:00,saturation_score,iqr,low,0.9624358978935413,balanced,saturation_score deviated from device baseline,49.86886689900898,1.9773141264875325,1.0751608848279706,784.7077551300729,98.60641499133696
dm-0,2026-03-31 13:32:08.967216+00:00,saturation_score,iqr,low,1.286406545397879,balanced,saturation_score deviated from device baseline,63.27340748759805,1.8967738950906925,1.9030053411771568,763.1860011250203,120.01534757591195
dm-0,2026-03-31 13:37:36.568428+00:00,saturation_score,iqr,low,2.3559889557991744,balanced,saturation_score deviated from device baseline,48.96953488831004,3.8941864028428808,1.1130637869435043,604.4365571605605,190.696496915597
dm-0,2026-03-31 13:42:47.474505+00:00,saturation_score,iqr,low,1.168318678651911,balanced,saturation_score deviated from device baseline,52.60020345881856,2.133295061330766,0.9725643148591324,807.0671396702999,112.21175426369112
dm-0,2026-03-31 13:52:25.083044+00:00,saturation_score,iqr,low,1.073986255736414,balanced,saturation_score deviated from device baseline,54.53994607727003,1.9431260593912856,0.7541960851508746,819.619784947098,105.97799050053892
dm-0,2026-03-31 14:01:59.564361+00:00,saturation_score,iqr,low,2.2177140761556378,balanced,saturation_score deviated from device baseline,71.85913724714086,2.5265942984268444,0.7055097406363492,748.2685631604987,181.5588864584982
dm-0,2026-03-31 14:32:24.443987+00:00,saturation_score,zscore+iqr,high,5.631543624453435,saturated,saturation_score deviated from device baseline,56.36925539620695,7.222993702799141,1.1033208616555297,853.2808355650152,407.15477675827935
dm-0,2026-03-31 14:52:43.633674+00:00,saturation_score,zscore+iqr,critical,8.799700728065973,saturated,saturation_score deviated from device baseline,54.02252277861571,11.412201395558888,1.1191609053786629,885.9348812515527,616.51590984573
dm-0,2026-03-31 15:27:04.699528+00:00,saturation_score,iqr,low,2.1742809802665026,balanced,saturation_score deviated from device baseline,69.09555286224736,2.586109994403207,1.500350081599184,692.0867536174574,178.68869982587302
dm-0,2026-03-31 15:37:19.403013+00:00,saturation_score,iqr,low,1.4959175876755193,balanced,saturation_score deviated from device baseline,45.85789901033888,2.9190271670159915,1.5573926920755317,686.4410307335316,133.86045303345495
dm-0,2026-03-31 15:42:25.004292+00:00,saturation_score,iqr,low,1.072405801038448,balanced,saturation_score deviated from device baseline,67.08664267633485,1.5781613922715414,1.0247045894073958,661.8997733222056,105.873549408908
dm-0,2026-03-31 15:47:28.860742+00:00,saturation_score,iqr,low,2.453394930757912,balanced,saturation_score deviated from device baseline,43.24019511211169,4.559030539068299,1.382103878573203,701.0470073534641,197.133370031389
dm-0,2026-03-31 16:02:50.284973+00:00,saturation_score,iqr,low,2.464920553655145,balanced,saturation_score deviated from device baseline,47.3177768151532,4.182255177393886,1.198995614166274,682.3363553741964,197.89501706794286
dm-0,2026-03-31 16:12:13.450233+00:00,saturation_score,iqr,low,2.119386783121975,balanced,saturation_score deviated from device baseline,52.71710195292308,3.3207654338198807,0.9431354873239473,378.29028654945535,175.0611299364255
dm-0,2026-03-31 16:56:57.210637+00:00,saturation_score,iqr,low,1.009830113631847,balanced,saturation_score deviated from device baseline,55.07454638115766,1.847284648734168,0.9759373862284235,633.0748395188297,101.73836406591047
dm-0,2026-03-31 17:07:33.627594+00:00,saturation_score,iqr,low,1.0925459547981853,balanced,saturation_score deviated from device baseline,46.7036389070593,2.2954200673221647,0.9194524371896464,607.6244093573156,107.20446996423213
dm-0,2026-03-31 17:17:09.205696+00:00,saturation_score,iqr,low,1.6551678856801997,balanced,saturation_score deviated from device baseline,45.92806938588856,3.143702374523644,1.133483110010733,510.10652356307935,144.38418078570456
dm-0,2026-03-31 18:22:14.907140+00:00,saturation_score,iqr,low,1.3618184365220507,balanced,saturation_score deviated from device baseline,57.60000101126711,2.170117791553692,1.4461100477590925,570.3086371136751,124.99878698806143
